reviewer,vote,hotel,city,nation
 Viviana V,8.0,Agriturismo Il Poggiarello,Volterra,Italia
 Nicola C,8.0,Agriturismo Il Poggiarello,Volterra,Italia
 ilmaz65,10.0,Agriturismo Il Poggiarello,Volterra,Italia
Giakem,8.0,Landhaus Weger,Merano,Italia
 manuel c,10.0,Landhaus Weger,Merano,Italia
 Elias S,8.0,Landhaus Weger,Merano,Italia
 Mairo,10.0,Landhaus Weger,Merano,Italia
 Fulidu,10.0,Landhaus Weger,Merano,Italia
Orni7912,10.0,Agriturismo il Fontanile, 58100 Marina di Grosseto,Italia
 Matteo B,10.0,Agriturismo il Fontanile, 58100 Marina di Grosseto,Italia
 Cecilia P,10.0,Agriturismo il Fontanile, 58100 Marina di Grosseto,Italia
 Daniela90Bs,10.0,Agriturismo il Fontanile, 58100 Marina di Grosseto,Italia
 sandybuba,8.0,Agriturismo il Fontanile, 58100 Marina di Grosseto,Italia
Guide753453,8.0,Hotel Spiaggia,Lungomare Rasi-Spinelli 34,Italia
 Samantadavidemanu,4.0,Hotel Spiaggia,Lungomare Rasi-Spinelli 34,Italia
 Aldo C,8.0,Hotel Spiaggia,Lungomare Rasi-Spinelli 34,Italia
 Diana P,6.0,Hotel Spiaggia,Lungomare Rasi-Spinelli 34,Italia
 emanuelandrea,10.0,Hotel Spiaggia,Lungomare Rasi-Spinelli 34,Italia
kias84,10.0,Hotela La Tavernetta dei Ronchi, 54100 Marina di Massa,Italia
 bertozzidavide,8.0,Hotela La Tavernetta dei Ronchi, 54100 Marina di Massa,Italia
 Sara F,6.0,Hotela La Tavernetta dei Ronchi, 54100 Marina di Massa,Italia
 Kurokishi K,4.0,Hotela La Tavernetta dei Ronchi, 54100 Marina di Massa,Italia
 artmapi,10.0,Hotela La Tavernetta dei Ronchi, 54100 Marina di Massa,Italia
Luke Gerard depardeau,6.0,Tenuta Torciano,Gimignano,Italia
 Giulia,8.0,Tenuta Torciano,Gimignano,Italia
 Lisa F,10.0,Tenuta Torciano,Gimignano,Italia
 Gino Brocato,10.0,Tenuta Torciano,Gimignano,Italia
 cristian m,6.0,Tenuta Torciano,Gimignano,Italia
lucys71,8.0,Residence Lido Molinella,Vieste,Italia
 mdigiulio,8.0,Residence Lido Molinella,Vieste,Italia
 75annamaria,8.0,Residence Lido Molinella,Vieste,Italia
 teosan77,8.0,Residence Lido Molinella,Vieste,Italia
Marco F,8.0,Hotel Milano,Padova,Italia
 Seb,6.0,Hotel Milano,Padova,Italia
 ilor69,8.0,Hotel Milano,Padova,Italia
 Peina82,8.0,Hotel Milano,Padova,Italia
 blue eyes,4.0,Hotel Milano,Padova,Italia
totainb,8.0,B&B Green Light,Alberobello,Italia
 gpezzolo,10.0,B&B Green Light,Alberobello,Italia
 Martinabiddi,10.0,B&B Green Light,Alberobello,Italia
 alberto_e_martina,8.0,B&B Green Light,Alberobello,Italia
 Sara C,10.0,B&B Green Light,Alberobello,Italia
Stefano V,10.0,Goldreinerhof,Castelrotto,Italia
 Bolognese81,8.0,Goldreinerhof,Castelrotto,Italia
 BIRBAGI,10.0,Goldreinerhof,Castelrotto,Italia
 Raffaella77_13,10.0,Goldreinerhof,Castelrotto,Italia
 luca,8.0,Goldreinerhof,Castelrotto,Italia
Bruno D,8.0,La Finestra sul Sale, Marsala,Italia
 dellangelo54,10.0,La Finestra sul Sale, Marsala,Italia
 Santina A,4.0,La Finestra sul Sale, Marsala,Italia
 Carla O,6.0,La Finestra sul Sale, Marsala,Italia
 CristinaA377,10.0,La Finestra sul Sale, Marsala,Italia
Giuliatravel91,4.0,Case Vacanze Arcobaleno,Sicilia,Italia
 11angelaviaggiatrice,6.0,Case Vacanze Arcobaleno,Sicilia,Italia
 Roberto C,2.0,Case Vacanze Arcobaleno,Sicilia,Italia
 Prospero_La_Spina,6.0,Case Vacanze Arcobaleno,Sicilia,Italia
 Andrea I,10.0,Case Vacanze Arcobaleno,Sicilia,Italia
Meri,6.0,Hotel Royal,Cesenatico,Italia
 laumarino,10.0,Hotel Royal,Cesenatico,Italia
 Marzia R,8.0,Hotel Royal,Cesenatico,Italia
 Cassandra F,10.0,Hotel Royal,Cesenatico,Italia
 faro1964,10.0,Hotel Royal,Cesenatico,Italia
Joyce Anne B,10.0,Wellness Hotel Casa Barca,Malcesine,Italia
 Emanuela,10.0,Wellness Hotel Casa Barca,Malcesine,Italia
 Paola,10.0,Wellness Hotel Casa Barca,Malcesine,Italia
 barbara b,10.0,Wellness Hotel Casa Barca,Malcesine,Italia
 federico d,10.0,Wellness Hotel Casa Barca,Malcesine,Italia
MICHELE M,10.0,Le Ginestre Hotel,Vieste,Italia
 Moris159,8.0,Le Ginestre Hotel,Vieste,Italia
 MAD77BRI X,6.0,Le Ginestre Hotel,Vieste,Italia
 Coniugi_Trippi,8.0,Le Ginestre Hotel,Vieste,Italia
 Erika A,10.0,Le Ginestre Hotel,Vieste,Italia
Giancarlo C,2.0,Hotel Maestrale,Tronto,Italia
 pionza,8.0,Hotel Maestrale,Tronto,Italia
 Giuseppe M,6.0,Hotel Maestrale,Tronto,Italia
 Massimiliano N,8.0,Hotel Maestrale,Tronto,Italia
 FrancescoSC85,2.0,Hotel Maestrale,Tronto,Italia
Rumball,8.0,Easy Bed Hostel Pompei,Via Diomede 6,Italia
 WanderingWildRose,8.0,Easy Bed Hostel Pompei,Via Diomede 6,Italia
 Roger T,8.0,Easy Bed Hostel Pompei,Via Diomede 6,Italia
 LauraLovelady,2.0,Easy Bed Hostel Pompei,Via Diomede 6,Italia
 Zuzka K,10.0,Easy Bed Hostel Pompei,Via Diomede 6,Italia
Giovanni,6.0,B&B Il Gambero,Lungomare San Marco 234,Italia
 Plumeria40,10.0,B&B Il Gambero,Lungomare San Marco 234,Italia
 valerio88,4.0,B&B Il Gambero,Lungomare San Marco 234,Italia
 Giovanni C,2.0,B&B Il Gambero,Lungomare San Marco 234,Italia
 Raffaella G,6.0,B&B Il Gambero,Lungomare San Marco 234,Italia
fiammettalionti,10.0,B&B da Luca,Via Fabio Massimo 2,Italia
 so201219,10.0,B&B da Luca,Via Fabio Massimo 2,Italia
 Salen75,10.0,B&B da Luca,Via Fabio Massimo 2,Italia
 684TinaN684,10.0,B&B da Luca,Via Fabio Massimo 2,Italia
 Samuele D,10.0,B&B da Luca,Via Fabio Massimo 2,Italia
Анна К,8.0,ToviMar Apartments, Taormina,Italia
Footprints242999,10.0,Hotel San Vito, 80075 Forio,Italia
 Sara P,8.0,Hotel San Vito, 80075 Forio,Italia
 Gingiro,6.0,Hotel San Vito, 80075 Forio,Italia
 Giovanna,4.0,Hotel San Vito, 80075 Forio,Italia
 Francesca,4.0,Hotel San Vito, 80075 Forio,Italia
Serena T,10.0,Residence Roesch,Merano,Italia
 nico2503,10.0,Residence Roesch,Merano,Italia
 Nedo1972,10.0,Residence Roesch,Merano,Italia
 lucialulu74,10.0,Residence Roesch,Merano,Italia
 LETOMILANO,10.0,Residence Roesch,Merano,Italia
Gianfranco M,6.0,Camping Lasize,Via Roma,Italia
 Mery E,10.0,Camping Lasize,Via Roma,Italia
 Manuela T,6.0,Camping Lasize,Via Roma,Italia
 Mozzy288,8.0,Camping Lasize,Via Roma,Italia
 DaMaNoi,10.0,Camping Lasize,Via Roma,Italia
Andrea Remedy,10.0,Il Ciliegio, 1055 Chiesa Nuova,Italia
 Lino S,4.0,Il Ciliegio, 1055 Chiesa Nuova,Italia
 Vally M,8.0,Il Ciliegio, 1055 Chiesa Nuova,Italia
 massimo c,10.0,Il Ciliegio, 1055 Chiesa Nuova,Italia
 bambina136,10.0,Il Ciliegio, 1055 Chiesa Nuova,Italia
Daddun,10.0,Casette O5funi Dei Mastri Funai,Ostuni,Italia
 Cristina T,10.0,Casette O5funi Dei Mastri Funai,Ostuni,Italia
Francesco,10.0,Villino di Porporano,Parma,Italia
 il_professionista,6.0,Villino di Porporano,Parma,Italia
 vellonegiuseppina,10.0,Villino di Porporano,Parma,Italia
 Giuseppe Malasisi,10.0,Villino di Porporano,Parma,Italia
 Saviana A,10.0,Villino di Porporano,Parma,Italia
Pamela L,10.0,Relais Paradosso,Via di Pianoscarano 63,Italia
 Adriana,2.0,Relais Paradosso,Via di Pianoscarano 63,Italia
 Giogio1985,2.0,Relais Paradosso,Via di Pianoscarano 63,Italia
 Carlonebrasilian,2.0,Relais Paradosso,Via di Pianoscarano 63,Italia
 urassergio@gmail.com,10.0,Relais Paradosso,Via di Pianoscarano 63,Italia
Daniele C,10.0,Agriturismo Tomasöt Hof, 39040 Tiosels,Italia
rosaria c,10.0,B&B Homer,Trento,Italia
 Marzia P,8.0,B&B Homer,Trento,Italia
 Luca Bassini,10.0,B&B Homer,Trento,Italia
 Sara_Vicenza,10.0,B&B Homer,Trento,Italia
 Lara019,4.0,B&B Homer,Trento,Italia
Vincenzo I,8.0,Bed and Breakfast Camollia,Siena,Italia
 Gaetano M,8.0,Bed and Breakfast Camollia,Siena,Italia
 rino m,8.0,Bed and Breakfast Camollia,Siena,Italia
 titotota,6.0,Bed and Breakfast Camollia,Siena,Italia
 Imerio M,6.0,Bed and Breakfast Camollia,Siena,Italia
Dario,10.0,VOI Grand Hotel Atlantis Bay, Taormina,Italia
 Ele88,10.0,VOI Grand Hotel Atlantis Bay, Taormina,Italia
 Massimiliano,10.0,VOI Grand Hotel Atlantis Bay, Taormina,Italia
 ANNA,10.0,VOI Grand Hotel Atlantis Bay, Taormina,Italia
 Ilenia S,10.0,VOI Grand Hotel Atlantis Bay, Taormina,Italia
sbridge2013,10.0,Monoresort, Modica,Italia
 Gian1155,10.0,Monoresort, Modica,Italia
 emme72,10.0,Monoresort, Modica,Italia
 RomaTurista,10.0,Monoresort, Modica,Italia
 Francesca P,10.0,Monoresort, Modica,Italia
Simone B,8.0,B&B Orchidee, San Teodoro,Italia
 Massimo171066,8.0,B&B Orchidee, San Teodoro,Italia
Chiara C,10.0,Bike Rooms La Fattoria,Via Marone 13,Italia
 SignorOuine01ABC,8.0,Bike Rooms La Fattoria,Via Marone 13,Italia
 Chischiotte,6.0,Bike Rooms La Fattoria,Via Marone 13,Italia
 davide g,10.0,Bike Rooms La Fattoria,Via Marone 13,Italia
 Mario P,10.0,Bike Rooms La Fattoria,Via Marone 13,Italia
Manuel G,10.0,Pompei Gryllus,Via Nolana 303,Italia
 bunny_82_pg,10.0,Pompei Gryllus,Via Nolana 303,Italia
 Simona M,10.0,Pompei Gryllus,Via Nolana 303,Italia
 AleDome1,10.0,Pompei Gryllus,Via Nolana 303,Italia
 ilariof2015,10.0,Pompei Gryllus,Via Nolana 303,Italia
Margaret M,10.0,My Wonderful Home,Como,Italia
luke241969,8.0,Casa Debili, San Teodoro,Italia
 Leo83perugia,8.0,Casa Debili, San Teodoro,Italia
 Andrea O,10.0,Casa Debili, San Teodoro,Italia
 Alberto D,10.0,Casa Debili, San Teodoro,Italia
 alecalde89,10.0,Casa Debili, San Teodoro,Italia
Angelica B,10.0,B&B Villa Brunella,Via Portogallo N 3,Italia
 Luana G,10.0,B&B Villa Brunella,Via Portogallo N 3,Italia
 Antonino D,10.0,B&B Villa Brunella,Via Portogallo N 3,Italia
 gino570,6.0,B&B Villa Brunella,Via Portogallo N 3,Italia
 Alex T,10.0,B&B Villa Brunella,Via Portogallo N 3,Italia
Try0432,8.0,Casale del Murgese, 72015 Savelletri,Italia
 Conte De Gustibus,6.0,Casale del Murgese, 72015 Savelletri,Italia
 Andrifra16,6.0,Casale del Murgese, 72015 Savelletri,Italia
 Giuseppe Z,10.0,Casale del Murgese, 72015 Savelletri,Italia
 Camilla B,8.0,Casale del Murgese, 72015 Savelletri,Italia
Sagi59,10.0,Gelso Nero Bed & Breakfast, Modica,Italia
 Marpel-Varese,10.0,Gelso Nero Bed & Breakfast, Modica,Italia
 Jean-Pierre F,8.0,Gelso Nero Bed & Breakfast, Modica,Italia
 Marco D,10.0,Gelso Nero Bed & Breakfast, Modica,Italia
 Espressok1,4.0,Gelso Nero Bed & Breakfast, Modica,Italia
Walter P,2.0,Alta Villa,Salita Colonna,Italia
 karin nilsson,10.0,Alta Villa,Salita Colonna,Italia
 Aleluciana27,10.0,Alta Villa,Salita Colonna,Italia
Giulia Piochi,8.0,Vacation Haus,Mestre,Italia
 annamariachiara,6.0,Vacation Haus,Mestre,Italia
 sakura2019,4.0,Vacation Haus,Mestre,Italia
 Daniela B,6.0,Vacation Haus,Mestre,Italia
 Greta P,8.0,Vacation Haus,Mestre,Italia
Lamberto L,10.0,B&B Casa Giulia,Vieste,Italia
 Luca P,8.0,B&B Casa Giulia,Vieste,Italia
 Mpiavigliotti,10.0,B&B Casa Giulia,Vieste,Italia
 j0j0it,10.0,B&B Casa Giulia,Vieste,Italia
 NadiaeDavide10813,6.0,B&B Casa Giulia,Vieste,Italia
Dominique L,10.0,Il Giardino Nascosto,Parma,Italia
 mari p,10.0,Il Giardino Nascosto,Parma,Italia
 Mari800,10.0,Il Giardino Nascosto,Parma,Italia
 kim e,10.0,Il Giardino Nascosto,Parma,Italia
 ma C,10.0,Il Giardino Nascosto,Parma,Italia
RPep,2.0,Tra le braccia di Morfeo,Ravenna,Italia
 Stefania C,8.0,Tra le braccia di Morfeo,Ravenna,Italia
 CheccoSimo,8.0,Tra le braccia di Morfeo,Ravenna,Italia
 Marilena,2.0,Tra le braccia di Morfeo,Ravenna,Italia
 Alberto e Stefa... R,8.0,Tra le braccia di Morfeo,Ravenna,Italia
samyflo,10.0,B&B Villa Giulia, 58014 Saturnia,Italia
 Paola♡,10.0,B&B Villa Giulia, 58014 Saturnia,Italia
 rosconteav,8.0,B&B Villa Giulia, 58014 Saturnia,Italia
 Elenadee,10.0,B&B Villa Giulia, 58014 Saturnia,Italia
 Marisa,10.0,B&B Villa Giulia, 58014 Saturnia,Italia
luigi78pietroana,10.0,Hotel King Cattolica,Cattolica,Italia
 rossella620,10.0,Hotel King Cattolica,Cattolica,Italia
 Paolo I,10.0,Hotel King Cattolica,Cattolica,Italia
 Lally,6.0,Hotel King Cattolica,Cattolica,Italia
 Lucky L,8.0,Hotel King Cattolica,Cattolica,Italia
ZAGOR85,8.0,B&B 8380 - Saturnia Terme, 58014 Saturnia,Italia
 michele m,8.0,B&B 8380 - Saturnia Terme, 58014 Saturnia,Italia
 Francesca C,10.0,B&B 8380 - Saturnia Terme, 58014 Saturnia,Italia
 BLaura10,6.0,B&B 8380 - Saturnia Terme, 58014 Saturnia,Italia
 Luana N,10.0,B&B 8380 - Saturnia Terme, 58014 Saturnia,Italia
Ilgirovagante,6.0,La Maison Des Artistes,Via San Giacomo 40,Italia
 ClaudiaP878,10.0,La Maison Des Artistes,Via San Giacomo 40,Italia
 Roberto V,10.0,La Maison Des Artistes,Via San Giacomo 40,Italia
 Mayletta,10.0,La Maison Des Artistes,Via San Giacomo 40,Italia
 Teodora B,2.0,La Maison Des Artistes,Via San Giacomo 40,Italia
FellowTraveler633062,10.0,B&B Trinacria, Modica,Italia
 skualo81,6.0,B&B Trinacria, Modica,Italia
 Giuseppe P,10.0,B&B Trinacria, Modica,Italia
 Laura F,10.0,B&B Trinacria, Modica,Italia
 Erica B,8.0,B&B Trinacria, Modica,Italia
Ivano C,10.0,Agriturismo Fruske,Trieste,Italia
 serenella69,8.0,Agriturismo Fruske,Trieste,Italia
 Davide M,10.0,Agriturismo Fruske,Trieste,Italia
 StefanoL8861,10.0,Agriturismo Fruske,Trieste,Italia
 mattia14,10.0,Agriturismo Fruske,Trieste,Italia
Carlo V,10.0,A Casa DI Giuseppe,Nardo,Italia
gigiele,10.0,Masseria Brigantino,Fasano,Italia
 Massimodeste,10.0,Masseria Brigantino,Fasano,Italia
 mvitfe,10.0,Masseria Brigantino,Fasano,Italia
 fededennis,10.0,Masseria Brigantino,Fasano,Italia
 annajP7238NV,10.0,Masseria Brigantino,Fasano,Italia
AntonioIlCeleste,8.0,B&B La Pintadera, Santa Teresa Gallura,Italia
 France82sca,10.0,B&B La Pintadera, Santa Teresa Gallura,Italia
 Stefano P,10.0,B&B La Pintadera, Santa Teresa Gallura,Italia
 giusiange,10.0,B&B La Pintadera, Santa Teresa Gallura,Italia
 Tsrm1988,10.0,B&B La Pintadera, Santa Teresa Gallura,Italia
Giulio M,10.0,Hotel Villa Rosa,Via Salvatore Quasimodo 4,Italia
 CIMINO ELENA IN SPROVIERI,10.0,Hotel Villa Rosa,Via Salvatore Quasimodo 4,Italia
 ant905,10.0,Hotel Villa Rosa,Via Salvatore Quasimodo 4,Italia
 Francesco T,10.0,Hotel Villa Rosa,Via Salvatore Quasimodo 4,Italia
 Marina R,10.0,Hotel Villa Rosa,Via Salvatore Quasimodo 4,Italia
Chiara C,8.0,Camping alle Palme, Noto,Italia
 Elena C,8.0,Camping alle Palme, Noto,Italia
Armanda F,10.0,Hotel Orsa Maggiore, 80071 Anacapri,Italia
 Francesco G,10.0,Hotel Orsa Maggiore, 80071 Anacapri,Italia
 Fabrizio M,10.0,Hotel Orsa Maggiore, 80071 Anacapri,Italia
 michele_1279,10.0,Hotel Orsa Maggiore, 80071 Anacapri,Italia
 Luigi S,8.0,Hotel Orsa Maggiore, 80071 Anacapri,Italia
chinavet2018,10.0,Bed and Breakfast La Liccina,Ugento,Italia
 marcellomassafra,10.0,Bed and Breakfast La Liccina,Ugento,Italia
 immaginazione,8.0,Bed and Breakfast La Liccina,Ugento,Italia
 Ricki04,10.0,Bed and Breakfast La Liccina,Ugento,Italia
 Marce757,10.0,Bed and Breakfast La Liccina,Ugento,Italia
Renato M,6.0,Baglio Siciliamo Country House, Noto,Italia
 Polipetto79,10.0,Baglio Siciliamo Country House, Noto,Italia
 Arturo B,10.0,Baglio Siciliamo Country House, Noto,Italia
 Ursula P,10.0,Baglio Siciliamo Country House, Noto,Italia
 Emma T,10.0,Baglio Siciliamo Country House, Noto,Italia
daniepaolo,6.0,B&B Isola Del Sole, Noto,Italia
 Angela,8.0,B&B Isola Del Sole, Noto,Italia
 cristina f,10.0,B&B Isola Del Sole, Noto,Italia
Marco D,10.0,Agriturismo Il Casale delle Ginestre,Fiumicino,Italia
 andrea c,10.0,Agriturismo Il Casale delle Ginestre,Fiumicino,Italia
 Giordano T,10.0,Agriturismo Il Casale delle Ginestre,Fiumicino,Italia
 TMCipTM,10.0,Agriturismo Il Casale delle Ginestre,Fiumicino,Italia
 LaBoccaDellaVerita,10.0,Agriturismo Il Casale delle Ginestre,Fiumicino,Italia
Anja A,10.0,B&B Da Patrizia,Sicilia,Italia
 Maurizio_Cutrona,10.0,B&B Da Patrizia,Sicilia,Italia
 Emanuela T,8.0,B&B Da Patrizia,Sicilia,Italia
Anna C,8.0,Palazzo Raho, Cefalù,Italia
 Gisella G,10.0,Palazzo Raho, Cefalù,Italia
 Laura7007,8.0,Palazzo Raho, Cefalù,Italia
 placido c,8.0,Palazzo Raho, Cefalù,Italia
 Enzo R,10.0,Palazzo Raho, Cefalù,Italia
Palu57,6.0,B&B A Pochi Passi Dal Duomo, Noto,Italia
 Roberto M,10.0,B&B A Pochi Passi Dal Duomo, Noto,Italia
 Tony R,10.0,B&B A Pochi Passi Dal Duomo, Noto,Italia
 Eliana,10.0,B&B A Pochi Passi Dal Duomo, Noto,Italia
 Alessandro M,8.0,B&B A Pochi Passi Dal Duomo, Noto,Italia
klaus r,8.0,Villa Devin,Ferrara,Italia
 iLila,10.0,Villa Devin,Ferrara,Italia
 vipercat78,10.0,Villa Devin,Ferrara,Italia
 mastma86,10.0,Villa Devin,Ferrara,Italia
manuelapineskj,8.0,Hotel Regina Cristina, Capri,Italia
 AnonimoViaggiatore,10.0,Hotel Regina Cristina, Capri,Italia
 Fabrizio,6.0,Hotel Regina Cristina, Capri,Italia
 Goofy_ga,8.0,Hotel Regina Cristina, Capri,Italia
 Benny1980,8.0,Hotel Regina Cristina, Capri,Italia
Francesca S,10.0,B&B Bonomelli,Via Geremia Bonomelli 15,Italia
 Los Pantumakas,8.0,B&B Bonomelli,Via Geremia Bonomelli 15,Italia
 saffo83,8.0,B&B Bonomelli,Via Geremia Bonomelli 15,Italia
 Amedeo B.,10.0,B&B Bonomelli,Via Geremia Bonomelli 15,Italia
 Rossella B,8.0,B&B Bonomelli,Via Geremia Bonomelli 15,Italia
massimo v,6.0,Hotel Bellavista, 80071 Anacapri,Italia
 Mena P,8.0,Hotel Bellavista, 80071 Anacapri,Italia
 bikerto,8.0,Hotel Bellavista, 80071 Anacapri,Italia
 Lucio Oieni,6.0,Hotel Bellavista, 80071 Anacapri,Italia
 Carmen D,10.0,Hotel Bellavista, 80071 Anacapri,Italia
Ludo7881,8.0,Agriturismo La Gardenia, 58100 Marina di Grosseto,Italia
 Marcello R,8.0,Agriturismo La Gardenia, 58100 Marina di Grosseto,Italia
Luca V,10.0,B&B Voce Barocca, Noto,Italia
 maria cristina c,8.0,B&B Voce Barocca, Noto,Italia
 umbertopianini,4.0,B&B Voce Barocca, Noto,Italia
 taniusk,10.0,B&B Voce Barocca, Noto,Italia
 Giovanni T,10.0,B&B Voce Barocca, Noto,Italia
Fritz K,10.0,Casa Giunone,Sicilia,Italia
 Vale,8.0,Casa Giunone,Sicilia,Italia
Giocal,10.0,B&B Acqua Cotta,Piazza Cesare Battisti 4,Italia
Giuseppe R,10.0,Chiaro di Luna, Taormina,Italia
 wiseboy61,6.0,Chiaro di Luna, Taormina,Italia
 Juls,8.0,Chiaro di Luna, Taormina,Italia
 Paul S,10.0,Chiaro di Luna, Taormina,Italia
 Stefano C,8.0,Chiaro di Luna, Taormina,Italia
overhouse,10.0,Masseria Mariano, 72015 Pezze di Greco,Italia
Maurizio R,10.0,Residence La Marina,Via Eugenio Curiel 3,Italia
 angelat232405,10.0,Residence La Marina,Via Eugenio Curiel 3,Italia
 Tomas V,10.0,Residence La Marina,Via Eugenio Curiel 3,Italia
 dedli_87,10.0,Residence La Marina,Via Eugenio Curiel 3,Italia
 Alessandro F,8.0,Residence La Marina,Via Eugenio Curiel 3,Italia
Coastal655894,2.0,Lilly Moderno, 54037 Marina di Massa,Italia
 Gabriella,10.0,Lilly Moderno, 54037 Marina di Massa,Italia
 Debora C,8.0,Lilly Moderno, 54037 Marina di Massa,Italia
 Lorenza F,8.0,Lilly Moderno, 54037 Marina di Massa,Italia
 Mari1980,8.0,Lilly Moderno, 54037 Marina di Massa,Italia
gianpietro19,10.0,Gallospot Bed & Breakfast, San Teodoro,Italia
 Kylef,6.0,Gallospot Bed & Breakfast, San Teodoro,Italia
 turistaxcaso2013,4.0,Gallospot Bed & Breakfast, San Teodoro,Italia
 Giuliolupo,8.0,Gallospot Bed & Breakfast, San Teodoro,Italia
 elatiEtalpa,8.0,Gallospot Bed & Breakfast, San Teodoro,Italia
fonszelf,10.0,B&B Pescara Blues,Pescara,Italia
 Gaeta49,10.0,B&B Pescara Blues,Pescara,Italia
 llampec,10.0,B&B Pescara Blues,Pescara,Italia
 Ralph M,10.0,B&B Pescara Blues,Pescara,Italia
Maurizio M,10.0,Casa Molinetto B&B,Ravenna,Italia
sergioallevato,10.0,Antiche Dimore Terrarossa,Alberobello,Italia
 italianoEsigente,10.0,Antiche Dimore Terrarossa,Alberobello,Italia
 PEPASA,10.0,Antiche Dimore Terrarossa,Alberobello,Italia
 Laura D,10.0,Antiche Dimore Terrarossa,Alberobello,Italia
 Suzanitatravels,10.0,Antiche Dimore Terrarossa,Alberobello,Italia
Simona Allocchio,10.0,Albergo Trestelle, 58100 Marina di Grosseto,Italia
 Polpettina2,8.0,Albergo Trestelle, 58100 Marina di Grosseto,Italia
 stani81,10.0,Albergo Trestelle, 58100 Marina di Grosseto,Italia
 Massimo D,10.0,Albergo Trestelle, 58100 Marina di Grosseto,Italia
 Angigirl69,8.0,Albergo Trestelle, 58100 Marina di Grosseto,Italia
Flavio B,10.0,Vesuvius Pompei,Via II Crapolla 3,Italia
Federica V,10.0,Casa Ferrara,Monopoli,Italia
 Michele P,10.0,Casa Ferrara,Monopoli,Italia
 Ilaria M,10.0,Casa Ferrara,Monopoli,Italia
 paolo_contini,10.0,Casa Ferrara,Monopoli,Italia
 Nardello82,6.0,Casa Ferrara,Monopoli,Italia
Federica Viaggi & Delizie,10.0,Alle Stanze di Lia,Ferrara,Italia
 ficusurbis,10.0,Alle Stanze di Lia,Ferrara,Italia
BarbaraS1969,8.0,Le 3 Rose,Arezzo,Italia
 paolo b,6.0,Le 3 Rose,Arezzo,Italia
 Alessandra B,10.0,Le 3 Rose,Arezzo,Italia
 Maurizio M,10.0,Le 3 Rose,Arezzo,Italia
 antonella r,10.0,Le 3 Rose,Arezzo,Italia
Domssa,10.0,B&B Otranto,Otranto,Italia
 genny m,10.0,B&B Otranto,Otranto,Italia
 Visoncina83,10.0,B&B Otranto,Otranto,Italia
 Gennaro P,2.0,B&B Otranto,Otranto,Italia
 Giuseppe L,10.0,B&B Otranto,Otranto,Italia
Nathalia,10.0,Re Vittorio De Luxe Accomodations, Messina,Italia
 SONNY POMODORO,8.0,Re Vittorio De Luxe Accomodations, Messina,Italia
 Cristina T,10.0,Re Vittorio De Luxe Accomodations, Messina,Italia
 pix88,8.0,Re Vittorio De Luxe Accomodations, Messina,Italia
 Fabi0_19,10.0,Re Vittorio De Luxe Accomodations, Messina,Italia
CesareZaccaria,10.0,Hotel Palace, 30028 Bibione,Italia
 yure24,6.0,Hotel Palace, 30028 Bibione,Italia
 Emanuela,8.0,Hotel Palace, 30028 Bibione,Italia
 Nadia M,10.0,Hotel Palace, 30028 Bibione,Italia
 Roberta N,6.0,Hotel Palace, 30028 Bibione,Italia
Graziosissima,2.0,Hotel Villa Aspe, 30028 Bibione,Italia
 26simo,4.0,Hotel Villa Aspe, 30028 Bibione,Italia
 Emanuele19812014,8.0,Hotel Villa Aspe, 30028 Bibione,Italia
 Claudia Z,8.0,Hotel Villa Aspe, 30028 Bibione,Italia
 Yuli V,6.0,Hotel Villa Aspe, 30028 Bibione,Italia
Giovanni Porro,10.0,Piano Grande Residence,Vieste,Italia
 Ermal Emily K,10.0,Piano Grande Residence,Vieste,Italia
 Gianluca F,10.0,Piano Grande Residence,Vieste,Italia
 Mora M,10.0,Piano Grande Residence,Vieste,Italia
 uvxtgryhfj,8.0,Piano Grande Residence,Vieste,Italia
Paolo S,10.0,Vecchia Alimini,Otranto,Italia
 Gomiero R,10.0,Vecchia Alimini,Otranto,Italia
 Maggie G,8.0,Vecchia Alimini,Otranto,Italia
 Selima P,10.0,Vecchia Alimini,Otranto,Italia
 Gianna L,10.0,Vecchia Alimini,Otranto,Italia
Padovano90,8.0,La Fenice,Calabria,Italia
 Salvatore N,6.0,La Fenice,Calabria,Italia
 Marjo0901,10.0,La Fenice,Calabria,Italia
 GunnarBoy,10.0,La Fenice,Calabria,Italia
 karmen73,8.0,La Fenice,Calabria,Italia
Denise A,8.0,Residence Villalba,Sicilia,Italia
 Stefano R,10.0,Residence Villalba,Sicilia,Italia
 Gibbo1977,10.0,Residence Villalba,Sicilia,Italia
 Paolo Bracceschi,10.0,Residence Villalba,Sicilia,Italia
 alessandra m,10.0,Residence Villalba,Sicilia,Italia
Pdebora87,10.0,Bibione Residence Apartments, 30028 Bibione,Italia
 gianluca0830,10.0,Bibione Residence Apartments, 30028 Bibione,Italia
 spa856,8.0,Bibione Residence Apartments, 30028 Bibione,Italia
 armandoturano,10.0,Bibione Residence Apartments, 30028 Bibione,Italia
